Similarity,Density
0.0,0.0011174029132388556
0.001001001001001001,0.0011184125563316622
0.002002002002002002,0.0011194190268983867
0.003003003003003003,0.001120422314906235
0.004004004004004004,0.0011214224103487315
0.005005005005005005,0.001122419303245935
0.006006006006006006,0.001123412983644247
0.007007007007007007,0.0011244034416170298
0.008008008008008008,0.001125390667264812
0.009009009009009009,0.00112637465071503
0.01001001001001001,0.0011273553821224563
0.011011011011011011,0.0011283328516693272
0.012012012012012012,0.0011293070495655838
0.013013013013013013,0.0011302779660488968
0.014014014014014014,0.0011312455913847926
0.015015015015015015,0.001132209915867097
0.016016016016016016,0.0011331709298179375
0.017017017017017015,0.0011341286235877228
0.018018018018018018,0.0011350829875551671
0.01901901901901902,0.0011360340121284742
0.02002002002002002,0.0011369816877442635
0.02102102102102102,0.001137926004868481
0.022022022022022022,0.0011388669539960543
0.023023023023023025,0.001139804525651541
0.024024024024024024,0.0011407387103890571
0.025025025025025023,0.0011416694987922262
0.026026026026026026,0.0011425968814747357
0.02702702702702703,0.0011435208490804365
0.028028028028028028,0.0011444413922830116
0.029029029029029027,0.0011453585017869121
0.03003003003003003,0.001146272168326856
0.031031031031031032,0.0011471823826678838
0.03203203203203203,0.0011480891356067606
0.03303303303303303,0.0011489924179705873
0.03403403403403403,0.0011498922206174766
0.035035035035035036,0.001150788534437369
0.036036036036036036,0.0011516813503512067
0.037037037037037035,0.0011525706593117325
0.03803803803803804,0.0011534564523032927
0.03903903903903904,0.001154338720342403
0.04004004004004004,0.001155217454477235
0.04104104104104104,0.0011560926457883987
0.04204204204204204,0.0011569642853891927
0.043043043043043044,0.0011578323644246564
0.044044044044044044,0.001158696874073118
0.04504504504504504,0.0011595578055453293
0.04604604604604605,0.0011604151500854787
0.04704704704704705,0.0011612688989702065
0.04804804804804805,0.0011621190435099863
0.04904904904904905,0.0011629655750483377
0.050050050050050046,0.0011638084849624423
0.05105105105105105,0.001164647764663196
0.05205205205205205,0.0011654834055952392
0.05305305305305305,0.001166315399237536
0.05405405405405406,0.0011671437371027645
0.055055055055055056,0.0011679684107378204
0.056056056056056056,0.0011687894117244871
0.057057057057057055,0.001169606731678749
0.058058058058058054,0.0011704203622514052
0.05905905905905906,0.0011712302951281226
0.06006006006006006,0.0011720365220296081
0.06106106106106106,0.0011728390347114446
0.062062062062062065,0.001173637824964785
0.06306306306306306,0.0011744328846160221
0.06406406406406406,0.0011752242055273
0.06506506506506507,0.0011760117795961327
0.06606606606606606,0.0011767955987560946
0.06706706706706707,0.0011775756549765985
0.06806806806806806,0.001178351940263276
0.06906906906906907,0.0011791244466581214
0.07007007007007007,0.0011798931662390345
0.07107107107107107,0.0011806580911209045
0.07207207207207207,0.0011814192134550576
0.07307307307307308,0.0011821765254296695
0.07407407407407407,0.0011829300192697436
0.07507507507507508,0.0011836796872373848
0.07607607607607608,0.0011844255216318727
0.07707707707707707,0.0011851675147899693
0.07807807807807808,0.0011859056590853329
0.07907907907907907,0.0011866399469299953
0.08008008008008008,0.0011873703707730521
0.08108108108108109,0.0011880969231018053
0.08208208208208208,0.0011888195964411534
0.08308308308308308,0.00118953838335461
0.08408408408408408,0.001190253276443335
0.08508508508508508,0.001190964268347256
0.08608608608608609,0.0011916713517446619
0.08708708708708708,0.001192374519352035
0.08808808808808809,0.0011930737639255782
0.0890890890890891,0.0011937690782591595
0.09009009009009009,0.0011944604551863767
0.09109109109109109,0.001195147887579645
0.0920920920920921,0.0011958313683508794
0.09309309309309309,0.001196510890450944
0.0940940940940941,0.0011971864468704905
0.09509509509509509,0.0011978580306394046
0.0960960960960961,0.0011985256348275104
0.0970970970970971,0.0011991892525445203
0.0980980980980981,0.0011998488769399988
0.0990990990990991,0.001200504501203394
0.10010010010010009,0.0012011561185646484
0.1011011011011011,0.0012018037222936968
0.1021021021021021,0.0012024473057012162
0.1031031031031031,0.0012030868621378716
0.1041041041041041,0.0012037223849956074
0.10510510510510511,0.001204353867706672
0.1061061061061061,0.0012049813037442187
0.10710710710710711,0.0012056046866226763
0.10810810810810811,0.0012062240098972634
0.1091091091091091,0.001206839267164481
0.11011011011011011,0.0012074504520620244
0.1111111111111111,0.001208057558269228
0.11211211211211211,0.001208660579506805
0.11311311311311312,0.0012092595095374793
0.11411411411411411,0.0012098543421647779
0.11511511511511512,0.0012104450712352437
0.11611611611611611,0.001211031690636423
0.11711711711711711,0.001211614194298704
0.11811811811811812,0.001212192576193885
0.11911911911911911,0.0012127668303364527
0.12012012012012012,0.0012133369507835601
0.12112112112112113,0.001213902931634091
0.12212212212212212,0.0012144647670302273
0.12312312312312312,0.0012150224511562804
0.12412412412412413,0.0012155759782395612
0.12512512512512514,0.0012161253425504448
0.12612612612612611,0.0012166705384020044
0.12712712712712712,0.0012172115601504858
0.12812812812812813,0.0012177484021952264
0.12912912912912913,0.0012182810589790893
0.13013013013013014,0.001218809524987884
0.13113113113113112,0.0012193337947514248
0.13213213213213212,0.0012198538628425818
0.13313313313313313,0.0012203697238780654
0.13413413413413414,0.0012208813725184688
0.13513513513513514,0.0012213888034678091
0.13613613613613612,0.0012218920114746073
0.13713713713713713,0.0012223909913305754
0.13813813813813813,0.00122288573787271
0.13913913913913914,0.0012233762459810404
0.14014014014014015,0.001223862510580363
